320,169,16,13
323,172,14,11
324,170,16,15
323,172,17,11
326,172,17,11
325,174,18,12
330,173,18,11
331,173,17,13
330,174,18,11
330,173,18,12
334,175,18,11
335,175,16,11
336,174,17,13
339,175,18,11
339,175,18,12
346,177,18,11
346,177,17,11
346,177,18,12
346,177,17,12
346,176,18,12
354,178,17,10
353,177,18,11
353,177,18,11
354,176,17,12
355,177,14,11
354,177,16,12
358,177,17,12
358,177,16,13
357,177,17,13
358,177,17,11
364,176,18,12
364,177,17,13
364,177,17,13
364,177,18,12
364,177,15,11
364,176,18,13
365,177,16,11
364,177,18,13
368,178,16,10
367,177,18,13
368,177,18,12
370,177,17,12
371,177,17,11
372,177,17,12
374,177,16,11
373,177,16,11
371,176,18,12
373,177,17,9
372,176,17,12
372,176,17,11
371,176,18,11
370,176,18,12
370,174,18,13
369,175,18,11
368,175,18,13
369,175,18,13
367,176,19,10
362,173,21,13
362,174,19,11
363,173,18,13
362,173,18,13
362,174,16,11
364,174,13,12
361,172,14,13
363,174,13,11
359,172,15,13
359,172,16,13
359,172,16,13
357,173,14,13
355,173,17,11
357,173,14,11
353,172,17,11
354,172,15,11
352,171,17,13
350,172,18,13
350,172,18,12
349,172,16,10
349,171,14,13
348,170,17,13
346,171,16,11
347,171,13,11
345,171,15,12
343,169,17,12
343,169,16,11
345,170,17,11
343,170,17,12
344,170,18,12
344,171,18,13
343,170,22,12
343,171,18,13
342,172,19,13
343,172,19,12
342,172,19,13
342,170,18,13
343,171,18,13
342,171,19,15
343,171,19,13
343,171,18,13
344,171,17,13
343,172,18,13
342,172,19,14
341,172,19,13
342,172,18,13
342,171,18,14
343,171,18,14
340,172,20,13
340,171,21,14
341,171,20,14
342,172,18,12
339,172,18,13
341,172,18,13
340,172,18,14
338,172,19,13
340,171,18,13
341,172,16,13
339,171,19,16
340,172,18,15
338,172,18,14
339,172,18,13
336,172,22,15
337,172,20,15
337,173,20,13
338,172,18,15
335,171,20,18
335,173,20,14
335,172,20,15
334,173,20,14
334,174,20,13
335,172,19,14
333,172,22,16
334,172,20,15
334,172,21,15
334,172,20,16
335,174,19,14
335,173,20,15
334,173,21,16
333,174,21,14
333,174,21,13
334,175,21,13
336,174,19,14
334,174,21,14
336,174,21,16
335,173,20,18
334,174,21,18
334,175,19,15
335,176,19,15
336,175,18,14
335,176,18,15
335,176,18,15
334,177,19,13
336,176,17,15
335,174,18,16
335,175,19,15
335,174,19,15
335,174,19,15
334,174,20,17
335,174,19,16
333,175,22,16
333,174,18,18
333,173,20,20
